,,,
,,,
,,,
REG,DEP,COM,C16_MENPSEUL
53,22,22245,165
53,22,22246,190
53,22,22247,165
53,22,22248,228
53,22,22249,87
53,22,22250,246
53,22,22251,639
53,22,22251,211
53,22,22251,59
53,22,22253,25
53,22,22254,159
53,22,22255,103
53,22,22256,192
53,22,22257,50
53,22,22258,502
53,22,22259,470
53,22,22260,85
53,22,22261,31
53,22,22262,625
53,22,22263,42
53,22,22264,178
53,22,22265,210
53,22,22266,710
53,22,22267,70
53,22,22268,60
53,22,22269,43
53,22,22271,61
53,22,22272,259
53,22,22273,260
53,22,22274,36
53,22,22275,161
53,22,22276,30
53,22,22277,269
53,22,22278,272
53,22,22278,424
53,22,22278,764
53,22,22278,471
53,22,22278,785
53,22,22278,1071
53,22,22278,1003
53,22,22278,1067
53,22,22278,612
53,22,22278,579
53,22,22278,42
53,22,22278,624
53,22,22278,1076
53,22,22278,490
53,22,22278,431
53,22,22278,325
53,22,22278,171
53,22,22278,580
53,22,22278,607
53,22,22278,334
53,22,22279,174
53,22,22280,101
53,22,22281,165
53,22,22282,677
53,22,22283,172
53,22,22284,57
53,22,22285,40
53,22,22286,49
53,22,22287,129
53,22,22288,60
53,22,22289,40
53,22,22291,40
53,22,22293,70
53,22,22294,65
53,22,22295,45
53,22,22296,87
53,22,22299,157
53,22,22300,66
53,22,22302,160
53,22,22304,45
53,22,22305,45
53,22,22306,40
53,22,22307,204
53,22,22308,83
53,22,22309,26
53,22,22310,75
53,22,22311,115
53,22,22312,31
53,22,22313,55
53,22,22314,42
53,22,22315,36
53,22,22316,75
53,22,22317,30
53,22,22318,48
53,22,22319,128
53,22,22320,25
53,22,22321,302
53,22,22322,53
53,22,22323,109
53,22,22324,196
53,22,22325,780
53,22,22326,60
53,22,22327,153
53,22,22328,76
53,22,22330,51
53,22,22331,39
53,22,22332,56
53,22,22333,118
53,22,22334,20
53,22,22335,36
53,22,22337,132
53,22,22338,82
53,22,22339,371
53,22,22340,145
53,22,22341,100
53,22,22342,45
53,22,22343,815
53,22,22344,110
53,22,22345,118
53,22,22346,125
53,22,22347,152
53,22,22348,62
53,22,22349,250
53,22,22350,35
53,22,22351,82
53,22,22352,45
53,22,22353,516
53,22,22354,111
53,22,22356,96
53,22,22358,50
53,22,22359,64
53,22,22360,409
53,22,22360,322
53,22,22360,440
53,22,22361,60
53,22,22362,666
53,22,22363,225
53,22,22364,352
53,22,22365,38
53,22,22366,51
53,22,22368,68
53,22,22369,75
53,22,22370,58
53,22,22371,140
53,22,22372,210
53,22,22373,25
53,22,22375,60
53,22,22376,180
53,22,22377,129
53,22,22378,36
53,22,22379,273
53,22,22380,71
53,22,22381,35
53,22,22383,46
53,22,22384,140
53,22,22385,121
53,22,22386,86
53,22,22387,203
53,22,22388,130
53,22,22389,622
53,22,22390,115
53,22,22391,151
75,23,23001,316
75,23,23002,121
75,23,23003,30
75,23,23004,75
75,23,23005,23
75,23,23006,45
75,23,23007,47
75,23,23008,590
75,23,23008,430
75,23,23009,20
75,23,23010,24
75,23,23011,25
75,23,23012,35
75,23,23013,266
75,23,23014,23
75,23,23015,145
75,23,23016,10
75,23,23017,20
75,23,23018,47
75,23,23019,5
75,23,23020,60
75,23,23021,170
75,23,23022,75
75,23,23023,19
75,23,23024,68
75,23,23025,211
75,23,23026,65
75,23,23027,42
75,23,23028,10
75,23,23029,49
75,23,23030,555
75,23,23031,338
75,23,23032,131
75,23,23033,48
75,23,23034,5
75,23,23035,118
75,23,23036,195
75,23,23037,23
75,23,23038,45
75,23,23039,99
75,23,23040,15
75,23,23041,60
75,23,23042,35
75,23,23043,20
75,23,23044,15
75,23,23045,220
75,23,23046,10
75,23,23047,51
75,23,23048,78
75,23,23049,35
75,23,23050,35
75,23,23051,15
75,23,23052,51
75,23,23053,31
75,23,23054,40
75,23,23055,5
75,23,23056,71
75,23,23057,118
75,23,23058,15
75,23,23059,16
75,23,23060,25
75,23,23061,185
75,23,23062,101
75,23,23063,25
75,23,23064,105
75,23,23065,51
75,23,23066,35
75,23,23067,153
75,23,23068,121
75,23,23069,105
75,23,23070,118
75,23,23071,31
75,23,23072,53
75,23,23073,65
75,23,23074,40
75,23,23075,262
75,23,23076,298
75,23,23077,75
75,23,23078,29
75,23,23079,425
75,23,23080,25
75,23,23081,60
75,23,23082,45
75,23,23083,35
75,23,23084,25
75,23,23086,50
75,23,23087,114
75,23,23088,20
75,23,23089,128
75,23,23090,83
75,23,23091,26
75,23,23092,84
75,23,23093,261
75,23,23095,200
75,23,23096,658
75,23,23096,1073
75,23,23096,597
75,23,23096,578
75,23,23096,629
75,23,23097,50
75,23,23098,20
75,23,23099,55
75,23,23100,99
75,23,23101,68
75,23,23102,61
75,23,23103,81
75,23,23104,50
75,23,23105,172
75,23,23106,72
75,23,23107,45
75,23,23108,16
75,23,23109,34
75,23,23110,5
75,23,23111,41
75,23,23112,127
75,23,23113,57
75,23,23114,74
75,23,23115,49
75,23,23116,83
75,23,23117,45
75,23,23118,43
75,23,23119,10
75,23,23120,44
75,23,23121,9
75,23,23122,13
75,23,23123,40
75,23,23124,120
75,23,23125,26
75,23,23126,54
75,23,23127,39
75,23,23128,27
75,23,23129,15
75,23,23130,77
75,23,23131,121
75,23,23132,55
75,23,23133,55
75,23,23134,30
75,23,23136,45
75,23,23137,100
75,23,23138,36
75,23,23139,92
75,23,23140,85
75,23,23141,92
75,23,23142,50
75,23,23143,76
75,23,23144,35
75,23,23145,57
75,23,23146,41
75,23,23147,21
75,23,23148,35
75,23,23149,89
75,23,23150,25
75,23,23151,68
75,23,23152,20
75,23,23154,106
75,23,23155,75
75,23,23156,20
75,23,23157,19
75,23,23158,20
75,23,23159,38
75,23,23160,30
75,23,23162,72
75,23,23164,86
75,23,23165,99
75,23,23166,30
75,23,23167,65
75,23,23168,129
75,23,23169,78
75,23,23170,30
75,23,23171,30
75,23,23172,15
75,23,23173,25
75,23,23174,104
75,23,23175,20
75,23,23176,628
75,23,23176,664
75,23,23177,146
75,23,23178,46
75,23,23179,46
75,23,23180,60
75,23,23181,25
75,23,23182,25
75,23,23183,10
75,23,23184,16
75,23,23185,45
75,23,23186,10
75,23,23187,39
75,23,23188,44
75,23,23189,154
75,23,23190,25
75,23,23191,30
75,23,23192,220
75,23,23193,327
75,23,23194,20
75,23,23195,100
75,23,23196,25
75,23,23197,55
75,23,23198,18
75,23,23199,72
75,23,23200,25
75,23,23201,25
75,23,23202,55
75,23,23203,36
75,23,23204,21
75,23,23205,25
75,23,23206,75
75,23,23207,30
75,23,23208,42
75,23,23209,30
75,23,23210,30
75,23,23211,50
75,23,23212,29
75,23,23213,40
75,23,23214,40
75,23,23215,20
75,23,23216,34
75,23,23217,65
75,23,23218,40
75,23,23219,160
75,23,23220,94
75,23,23221,49
75,23,23222,30
75,23,23223,57
75,23,23224,14
75,23,23225,15
75,23,23226,25
75,23,23227,40
75,23,23228,29
75,23,23229,61
75,23,23230,29
75,23,23232,41
75,23,23233,25
75,23,23234,30
75,23,23235,90
75,23,23236,40
75,23,23237,5
75,23,23238,45
75,23,23239,126
75,23,23240,88
75,23,23241,25
75,23,23242,40
75,23,23243,25
75,23,23244,101
75,23,23245,232
75,23,23246,70
75,23,23247,320
75,23,23248,44
75,23,23249,55
75,23,23250,45
75,23,23251,25
75,23,23252,45
75,23,23253,20
75,23,23254,50
75,23,23255,15
75,23,23257,135
75,23,23258,60
75,23,23259,10
75,23,23260,25
75,23,23261,56
75,23,23262,25
75,23,23263,51
75,23,23264,10
75,23,23265,19
75,23,23266,20
75,24,24001,110
75,24,24002,188
75,24,24004,62
75,24,24005,45
75,24,24006,42
75,24,24007,70
75,24,24008,77
75,24,24009,51
75,24,24010,158
75,24,24011,127
75,24,24012,44
75,24,24014,71
75,24,24015,51
75,24,24016,121
75,24,24018,62
75,24,24019,71
75,24,24020,120
75,24,24021,103
75,24,24022,20
75,24,24023,41
75,24,24024,5
75,24,24025,34
75,24,24026,436
75,24,24027,47
75,24,24028,311
75,24,24029,65
75,24,24030,104
75,24,24031,35
75,24,24032,55
75,24,24034,21
75,24,24035,218
75,24,24036,36
75,24,24037,571
75,24,24037,431
75,24,24037,358
75,24,24037,12
75,24,24037,412
75,24,24037,319
75,24,24037,730
75,24,24037,353
75,24,24037,377
75,24,24037,1083
75,24,24037,504
75,24,24037,733
75,24,24037,895
75,24,24038,63
75,24,24039,15
75,24,24040,75
75,24,24042,75
75,24,24043,30
75,24,24045,25
75,24,24046,15
75,24,24048,25
75,24,24050,50
75,24,24051,25
75,24,24052,10
75,24,24053,592
75,24,24053,421
75,24,24053,266
75,24,24054,60
75,24,24055,118
75,24,24056,36
75,24,24057,15
75,24,24058,36
75,24,24059,46
75,24,24060,5
75,24,24061,20
75,24,24062,30
75,24,24063,20
75,24,24064,377
75,24,24066,26
75,24,24067,558
75,24,24068,375
75,24,24069,39
75,24,24070,78
75,24,24071,71
75,24,24073,67
75,24,24074,80
75,24,24075,51
75,24,24076,64
75,24,24077,51
75,24,24079,30
75,24,24080,60
75,24,24081,100
75,24,24082,177
75,24,24083,31
75,24,24084,15
75,24,24085,15
75,24,24086,61
75,24,24087,130
75,24,24088,40
75,24,24089,76
75,24,24090,64
75,24,24091,165
75,24,24094,50
75,24,24095,64
75,24,24096,99
75,24,24097,62
75,24,24098,358
75,24,24100,77
75,24,24101,57
75,24,24102,595
75,24,24104,90
75,24,24105,20
75,24,24106,61
75,24,24107,60
75,24,24108,75
75,24,24109,20
75,24,24110,10
75,24,24111,15
75,24,24113,5
75,24,24114,20
75,24,24115,192
75,24,24116,25
75,24,24117,70
75,24,24119,40
75,24,24120,125
75,24,24121,10
75,24,24122,10
75,24,24123,18
75,24,24124,36
75,24,24126,29
75,24,24127,35
75,24,24128,30
75,24,24129,59
75,24,24130,116
75,24,24131,10
75,24,24132,20
75,24,24133,232
75,24,24134,120
75,24,24135,57
75,24,24136,20
75,24,24137,112
75,24,24138,363
75,24,24138,416
75,24,24138,416
75,24,24138,384
75,24,24139,140
75,24,24140,170
75,24,24141,40
75,24,24142,200
75,24,24143,131
75,24,24144,15
75,24,24145,227
75,24,24146,30
75,24,24147,159
75,24,24148,40
75,24,24150,117
75,24,24151,10
75,24,24152,134
75,24,24153,51
75,24,24154,51
75,24,24155,45
75,24,24156,110
75,24,24157,110
75,24,24158,60
75,24,24159,73
75,24,24160,28
75,24,24161,20
75,24,24162,51
75,24,24163,25
75,24,24164,270
75,24,24165,45
75,24,24167,537
75,24,24168,65
75,24,24170,27
75,24,24171,61
75,24,24172,163
75,24,24174,19
75,24,24175,40
75,24,24176,5
75,24,24177,70
75,24,24179,62
75,24,24180,45
75,24,24181,32
75,24,24182,202
75,24,24183,45
75,24,24184,20
75,24,24186,39
75,24,24188,85
75,24,24189,51
75,24,24190,26
75,24,24191,25
75,24,24192,20
75,24,24193,39
75,24,24194,216
75,24,24195,16
75,24,24196,86
75,24,24197,75
75,24,24198,25
75,24,24199,45
75,24,24200,72
75,24,24202,51
75,24,24205,69
75,24,24206,18
75,24,24207,84
75,24,24208,15
75,24,24209,15
75,24,24210,181
75,24,24211,61
75,24,24212,121
75,24,24213,20
75,24,24214,148
75,24,24215,30
75,24,24216,25
75,24,24217,63
75,24,24218,207
75,24,24220,67
75,24,24221,15
75,24,24222,302
75,24,24223,535
75,24,24224,83
75,24,24225,235
75,24,24226,200
75,24,24227,147
75,24,24228,66
75,24,24229,253
75,24,24230,19
75,24,24231,14
75,24,24232,10
75,24,24233,15
75,24,24234,44
75,24,24236,85
75,24,24237,139
75,24,24238,19
75,24,24240,67
75,24,24241,60
75,24,24242,43
75,24,24243,163
75,24,24244,15
75,24,24245,30
75,24,24246,41
75,24,24247,25
75,24,24248,43
75,24,24249,20
75,24,24251,51
75,24,24252,86
75,24,24253,441
75,24,24254,20
75,24,24255,90
75,24,24256,427
75,24,24257,41
75,24,24259,134
75,24,24260,86
75,24,24261,42
75,24,24262,40
75,24,24263,52
75,24,24264,215
75,24,24266,124
75,24,24267,34
75,24,24268,85
75,24,24269,106
75,24,24271,99
75,24,24272,45
75,24,24273,52
75,24,24274,123
75,24,24276,58
75,24,24277,30
75,24,24278,5
75,24,24279,10
75,24,24280,130
75,24,24281,30
75,24,24282,21
75,24,24284,16
75,24,24285,44
75,24,24286,78
75,24,24287,15
75,24,24288,37
75,24,24289,175
75,24,24290,35
75,24,24291,613
75,24,24292,40
75,24,24293,45
75,24,24294,299
75,24,24294,719
75,24,24295,141
75,24,24296,195
75,24,24297,120
75,24,24299,622
75,24,24300,45
75,24,24301,49
75,24,24302,39
75,24,24303,34
75,24,24304,123
75,24,24305,41
75,24,24306,13
75,24,24307,25
75,24,24308,110
75,24,24309,486
75,24,24311,663
75,24,24312,481
75,24,24313,5
75,24,24314,15
75,24,24316,124
75,24,24317,25
75,24,24318,41
75,24,24319,69
75,24,24320,151
75,24,24321,90
75,24,24322,540
75,24,24322,615
75,24,24322,849
75,24,24322,1206
75,24,24322,660
75,24,24322,855
75,24,24322,933
75,24,24322,784
75,24,24322,1214
75,24,24322,884
75,24,24322,919
75,24,24322,243
75,24,24323,20
75,24,24324,64
75,24,24325,40
75,24,24326,31
75,24,24327,15
75,24,24328,274
75,24,24329,180
75,24,24330,140
75,24,24331,85
75,24,24334,30
75,24,24335,375
75,24,24336,49
75,24,24337,20
75,24,24338,65
75,24,24339,23
75,24,24340,440
75,24,24341,133
75,24,24345,60
75,24,24346,62
75,24,24347,10
75,24,24348,46
75,24,24349,46
75,24,24350,265
75,24,24351,26
75,24,24352,807
75,24,24353,77
75,24,24354,453
75,24,24355,64
75,24,24356,263
75,24,24357,46
75,24,24359,10
75,24,24360,38
75,24,24361,39
75,24,24362,223
75,24,24364,48
75,24,24365,36
75,24,24366,102
75,24,24367,35
75,24,24370,232
75,24,24371,62
75,24,24372,501
75,24,24372,395
75,24,24373,35
75,24,24374,34
75,24,24375,19
75,24,24376,287
75,24,24377,15
75,24,24378,15
75,24,24379,76
75,24,24380,79
75,24,24381,35
75,24,24382,77
75,24,24383,14
75,24,24384,5
75,24,24385,30
75,24,24386,40
75,24,24388,74
75,24,24389,25
75,24,24390,36
75,24,24391,40
75,24,24392,65
75,24,24393,10
75,24,24394,20
75,24,24395,70
75,24,24396,374
75,24,24397,55
75,24,24398,91
75,24,24399,15
75,24,24401,46
75,24,24402,5
75,24,24403,16
75,24,24404,30
75,24,24405,43
75,24,24406,15
75,24,24407,39
75,24,24408,37
75,24,24409,165
75,24,24410,99
75,24,24411,15
75,24,24412,130
75,24,24413,18
75,24,24414,39
75,24,24415,25
75,24,24416,20
75,24,24417,92
75,24,24418,125
75,24,24419,88
75,24,24420,25
75,24,24421,28
75,24,24422,19
75,24,24423,10
75,24,24424,23
75,24,24425,65
75,24,24426,26
75,24,24427,46
75,24,24428,100
75,24,24429,39
75,24,24431,31
75,24,24432,105
75,24,24433,14
75,24,24434,23
75,24,24436,136
75,24,24437,85
75,24,24438,38
75,24,24441,22
75,24,24442,315
75,24,24443,80
75,24,24444,41
75,24,24445,5
75,24,24446,5
75,24,24448,62
75,24,24449,135
75,24,24450,104
75,24,24451,133
75,24,24452,40
75,24,24453,45
75,24,24454,77
75,24,24455,70
75,24,24456,25
75,24,24457,20
75,24,24458,36
75,24,24459,35
75,24,24460,50
75,24,24461,120
75,24,24462,220
75,24,24463,84
75,24,24464,48
75,24,24465,42
75,24,24466,35
75,24,24468,35
75,24,24470,30
75,24,24471,79
75,24,24472,93
75,24,24473,72
75,24,24474,21
75,24,24476,20
75,24,24477,30
75,24,24478,21
75,24,24479,220
75,24,24480,25
75,24,24481,80
75,24,24482,49
75,24,24483,10
75,24,24484,115
75,24,24485,73
75,24,24486,69
75,24,24487,174
75,24,24488,85
75,24,24489,65
75,24,24490,174
75,24,24491,81
75,24,24492,10
75,24,24493,15
75,24,24494,80
75,24,24495,10
75,24,24496,50
75,24,24498,168
75,24,24499,79
75,24,24500,15
75,24,24501,80
75,24,24502,5
75,24,24504,39
75,24,24505,53
75,24,24507,20
75,24,24508,30
75,24,24509,57
75,24,24510,50
75,24,24511,34
75,24,24512,25
75,24,24513,39
75,24,24514,29
75,24,24515,117
75,24,24516,172
75,24,24517,20
75,24,24518,30
75,24,24519,60
75,24,24520,523
75,24,24520,442
75,24,24520,381
75,24,24520,452
75,24,24520,285
75,24,24521,113
75,24,24522,71
75,24,24523,50
75,24,24524,20
75,24,24525,35
75,24,24526,115
75,24,24527,161
75,24,24528,20
75,24,24529,20
75,24,24530,25
75,24,24531,34
75,24,24532,25
75,24,24533,17
75,24,24534,132
75,24,24535,26
75,24,24536,29
75,24,24537,41
75,24,24538,203
75,24,24540,172
75,24,24541,15
75,24,24542,5
75,24,24543,160
75,24,24544,55
75,24,24545,15
75,24,24546,10
75,24,24547,812
75,24,24547,220
75,24,24548,55
75,24,24549,45
75,24,24550,200
75,24,24551,628
75,24,24552,50
75,24,24553,262
75,24,24554,89
75,24,24555,121
75,24,24557,722
75,24,24557,549
75,24,24558,84
75,24,24559,53
75,24,24560,24
75,24,24561,45
75,24,24562,40
75,24,24563,38
75,24,24564,99
75,24,24565,63
75,24,24566,46
75,24,24567,36
75,24,24568,124
75,24,24569,25
75,24,24570,5
75,24,24571,295
75,24,24572,21
75,24,24573,117
75,24,24574,40
75,24,24575,30
75,24,24576,31
75,24,24577,69
75,24,24580,39
75,24,24581,123
75,24,24582,82
75,24,24584,126
75,24,24585,150
75,24,24586,120
75,24,24587,131
27,25,25001,30
27,25,25002,25
27,25,25003,46
27,25,25004,123
27,25,25005,15
27,25,25006,5
27,25,25007,5
27,25,25008,41
27,25,25009,32
27,25,25011,73
27,25,25012,14
27,25,25013,35
27,25,25014,81
27,25,25015,124
27,25,25016,25
27,25,25017,10
27,25,25018,65
27,25,25019,42
27,25,25020,153
27,25,25021,207
27,25,25022,127
27,25,25024,62
27,25,25025,86
27,25,25026,29
27,25,25027,25
27,25,25029,37
27,25,25030,55
27,25,25031,455
27,25,25031,247
27,25,25031,368
27,25,25031,396
27,25,25031,353
27,25,25031,129
27,25,25031,291
27,25,25032,25
27,25,25033,56
27,25,25035,218
27,25,25036,225
27,25,25038,20
27,25,25039,110
27,25,25040,93
27,25,25041,28
27,25,25042,32
27,25,25043,227
27,25,25044,5
27,25,25045,0
27,25,25046,10
27,25,25047,520
27,25,25047,536
27,25,25048,469
27,25,25049,5
27,25,25050,30
27,25,25051,86
27,25,25052,10
27,25,25053,11
27,25,25054,35
27,25,25055,14
27,25,25056,1096
27,25,25056,1193
27,25,25056,757
27,25,25056,1068
27,25,25056,41
27,25,25056,467
27,25,25056,258
27,25,25056,652
27,25,25056,677
27,25,25056,754
27,25,25056,767
27,25,25056,830
27,25,25056,919
27,25,25056,1412
27,25,25056,970
27,25,25056,773
27,25,25056,1000
27,25,25056,618
27,25,25056,836
27,25,25056,446
27,25,25056,550
27,25,25056,448
27,25,25056,994
27,25,25056,1073
27,25,25056,480
27,25,25056,678
27,25,25056,817
27,25,25056,650
27,25,25056,1095
27,25,25056,506
27,25,25056,1028
27,25,25056,739
27,25,25056,601
27,25,25056,503
27,25,25056,513
27,25,25056,801
27,25,25056,369
27,25,25056,484
27,25,25056,215
27,25,25056,297
27,25,25056,210
27,25,25056,388
27,25,25056,181
27,25,25056,931
27,25,25056,462
27,25,25056,696
27,25,25056,581
27,25,25056,25
27,25,25056,256
27,25,25056,275
27,25,25056,380
27,25,25056,0
27,25,25057,260
27,25,25057,219
27,25,25057,92
27,25,25058,250
27,25,25059,32
27,25,25060,71
27,25,25061,19
27,25,25062,20
27,25,25063,114
27,25,25065,5
27,25,25066,10
27,25,25067,20
27,25,25070,52
27,25,25071,65
27,25,25072,6
27,25,25073,80
27,25,25074,71
27,25,25075,30
27,25,25077,10
27,25,25078,101
27,25,25079,65
27,25,25082,102
27,25,25083,25
27,25,25084,90
27,25,25085,35
27,25,25086,14
27,25,25087,24
27,25,25088,10
27,25,25089,15
27,25,25090,5
27,25,25091,36
27,25,25092,10
27,25,25093,9
27,25,25094,15
27,25,25095,45
27,25,25096,10
27,25,25097,41
27,25,25098,22
27,25,25099,25
27,25,25100,44
27,25,25101,25
27,25,25102,5
27,25,25103,45
27,25,25104,8
27,25,25105,66
27,25,25106,11
27,25,25107,35
27,25,25108,30
27,25,25109,37
27,25,25110,74
27,25,25111,34
27,25,25112,182
27,25,25113,10
27,25,25114,41
27,25,25115,30
27,25,25116,30
27,25,25117,5
27,25,25119,22
27,25,25120,41
27,25,25121,40
27,25,25122,45
27,25,25124,49
27,25,25125,56
27,25,25126,35
27,25,25127,411
27,25,25129,15
27,25,25130,0
27,25,25131,15
27,25,25132,15
27,25,25133,141
27,25,25134,0
27,25,25136,33
27,25,25138,22
27,25,25139,57
27,25,25140,23
27,25,25141,19
27,25,25142,39
27,25,25143,26
27,25,25145,20
27,25,25147,156
27,25,25148,34
27,25,25149,92
27,25,25150,20
27,25,25151,10
27,25,25152,5
27,25,25153,10
27,25,25154,35
27,25,25155,42
27,25,25156,179
27,25,25157,151
27,25,25159,221
27,25,25160,77
27,25,25161,10
27,25,25162,15
27,25,25163,5
27,25,25164,20
27,25,25166,5
27,25,25170,142
27,25,25171,16
27,25,25172,22
27,25,25173,25
27,25,25174,35
27,25,25175,5
27,25,25176,34
27,25,25177,14
27,25,25178,11
27,25,25179,5
27,25,25180,20
27,25,25181,15
27,25,25182,15
27,25,25183,10
27,25,25184,35
27,25,25185,10
27,25,25186,87
27,25,25187,59
27,25,25188,47
27,25,25189,26
27,25,25190,212
27,25,25191,66
27,25,25192,20
27,25,25193,273
27,25,25194,10
27,25,25195,111
27,25,25196,199
27,25,25197,100
27,25,25198,49
27,25,25199,40
27,25,25200,124
27,25,25201,60
27,25,25202,25
27,25,25203,20
27,25,25204,290
27,25,25207,62
27,25,25208,25
27,25,25209,10
27,25,25210,10
27,25,25211,5
27,25,25212,273
27,25,25213,40
27,25,25214,43
27,25,25215,10
27,25,25216,36
27,25,25217,69
27,25,25218,20
27,25,25219,51
27,25,25220,62
27,25,25221,5
27,25,25222,151
27,25,25223,56
27,25,25224,90
27,25,25225,20
27,25,25226,30
27,25,25227,15
27,25,25228,388
27,25,25228,55
27,25,25229,43
27,25,25230,449
27,25,25230,10
27,25,25231,16
27,25,25232,10
27,25,25233,29
27,25,25234,20
27,25,25235,25
27,25,25236,25
27,25,25237,388
27,25,25238,24
27,25,25239,15
27,25,25240,360
27,25,25241,21
27,25,25242,10
27,25,25243,79
27,25,25244,10
27,25,25245,73
27,25,25246,31
27,25,25247,5
27,25,25248,66
27,25,25249,10
27,25,25250,44
27,25,25251,15
27,25,25252,10
27,25,25253,35
27,25,25254,229
27,25,25255,58
27,25,25256,94
27,25,25257,15
27,25,25258,225
27,25,25259,275
27,25,25261,15
27,25,25262,61
27,25,25263,30
27,25,25264,10
27,25,25265,130
27,25,25266,20
27,25,25267,68
27,25,25268,17
27,25,25269,5
27,25,25270,15
27,25,25271,202
27,25,25273,20
27,25,25274,54
27,25,25275,35
27,25,25276,25
27,25,25277,15
27,25,25278,61
27,25,25279,19
27,25,25280,47
27,25,25281,25
27,25,25282,81
27,25,25283,12
27,25,25284,485
27,25,25284,243
27,25,25285,166
27,25,25286,10
27,25,25287,124
27,25,25288,72
27,25,25289,10
27,25,25290,5
27,25,25293,76
27,25,25295,25
27,25,25296,104
27,25,25297,20
27,25,25298,15
27,25,25299,14
27,25,25300,15
27,25,25301,74
27,25,25303,20
27,25,25304,555
27,25,25305,46
27,25,25306,10
27,25,25307,183
27,25,25308,43
27,25,25309,79
27,25,25310,10
27,25,25311,19
27,25,25312,10
27,25,25313,25
27,25,25314,29
27,25,25315,588
27,25,25316,15
27,25,25317,31
27,25,25318,264
27,25,25320,217
27,25,25321,770
27,25,25322,27
27,25,25323,70
27,25,25324,26
27,25,25325,20
27,25,25326,55
27,25,25327,5
27,25,25328,60
27,25,25329,5
27,25,25330,16
27,25,25331,29
27,25,25332,45
27,25,25333,52
27,25,25334,285
27,25,25335,30
27,25,25336,76
27,25,25338,9
27,25,25339,50
27,25,25340,15
27,25,25341,15
27,25,25342,5
27,25,25343,15
27,25,25344,5
27,25,25345,77
27,25,25346,24
27,25,25347,60
27,25,25348,60
27,25,25349,79
27,25,25350,91
27,25,25351,24
27,25,25354,20
27,25,25355,5
27,25,25356,807
27,25,25357,81
27,25,25359,31
27,25,25360,18
27,25,25361,123
27,25,25362,36
27,25,25364,144
27,25,25365,45
27,25,25366,10
27,25,25367,416
27,25,25367,426
27,25,25367,40
27,25,25368,140
27,25,25369,15
27,25,25370,242
27,25,25371,15
27,25,25372,50
27,25,25373,5
27,25,25374,50
27,25,25375,31
27,25,25376,10
27,25,25377,15
27,25,25378,64
27,25,25379,5
27,25,25380,151
27,25,25381,268
27,25,25382,56
27,25,25383,31
27,25,25384,10
27,25,25385,5
27,25,25386,25
27,25,25387,41
27,25,25388,1335
27,25,25388,6
27,25,25388,666
27,25,25388,611
27,25,25388,617
27,25,25388,347
27,25,25388,307
27,25,25388,304
27,25,25388,126
27,25,25388,310
27,25,25388,283
27,25,25388,45
27,25,25388,0
27,25,25388,309
27,25,25388,219
27,25,25389,15
27,25,25390,44
27,25,25391,15
27,25,25392,15
27,25,25393,66
27,25,25394,116
27,25,25395,179
27,25,25397,194
27,25,25398,5
27,25,25400,75
27,25,25401,5
27,25,25402,10
27,25,25403,224
27,25,25404,20
27,25,25405,91
27,25,25406,48
27,25,25408,10
27,25,25410,138
27,25,25411,665
27,25,25411,498
27,25,25411,279
27,25,25413,162
27,25,25414,10
27,25,25415,54
27,25,25416,31
27,25,25417,85
27,25,25418,135
27,25,25419,20
27,25,25420,36
27,25,25421,5
27,25,25422,10
27,25,25424,181
27,25,25425,44
27,25,25426,67
27,25,25427,34
27,25,25428,162
27,25,25429,170
27,25,25430,5
27,25,25431,35
27,25,25432,336
27,25,25433,21
27,25,25434,760
27,25,25435,20
27,25,25436,11
27,25,25437,25
27,25,25438,86
27,25,25439,37
27,25,25440,35
27,25,25441,15
27,25,25442,75
27,25,25443,5
27,25,25444,20
27,25,25445,15
27,25,25446,20
27,25,25447,35
27,25,25448,89
27,25,25449,9
27,25,25450,10
27,25,25451,15
27,25,25452,45
27,25,25453,199
27,25,25454,220
27,25,25455,21
27,25,25456,20
27,25,25457,10
27,25,25458,20
27,25,25459,27
27,25,25460,30
27,25,25461,35
27,25,25462,758
27,25,25462,626
27,25,25462,42
27,25,25462,343
27,25,25462,895
27,25,25462,442
27,25,25462,210
27,25,25462,321
27,25,25462,296
27,25,25463,908
27,25,25464,16
27,25,25465,19
27,25,25466,57
27,25,25467,225
27,25,25468,71
27,25,25469,45
27,25,25470,25
27,25,25471,10
27,25,25472,5
27,25,25473,70
27,25,25474,5
27,25,25475,185
27,25,25476,20
27,25,25477,29
27,25,25478,19
27,25,25479,46
27,25,25481,20
27,25,25482,60
27,25,25483,5
27,25,25485,25
27,25,25486,35
27,25,25487,5
27,25,25488,5
27,25,25489,35
27,25,25490,54
27,25,25491,20
27,25,25492,10
27,25,25493,105
27,25,25494,85
27,25,25495,331
27,25,25496,12
27,25,25497,53
27,25,25498,5
27,25,25499,15
27,25,25500,10
27,25,25501,5
27,25,25502,39
27,25,25503,5
27,25,25504,10
27,25,25505,177
27,25,25506,10
27,25,25507,21
27,25,25508,95
27,25,25510,25
27,25,25511,41
27,25,25512,343
27,25,25513,11
27,25,25514,30
27,25,25515,35
27,25,25516,15
27,25,25517,15
27,25,25518,5
27,25,25519,225
27,25,25520,20
27,25,25521,15
27,25,25522,10
27,25,25523,65
27,25,25524,95
27,25,25525,40
27,25,25526,325
27,25,25527,612
27,25,25528,5
27,25,25529,215
27,25,25532,422
27,25,25533,5
27,25,25534,25
